id,tweet,label,disaster
'296962691854114816', no cassie   end of the line,0,flood
'296746700519919616',connect training  booyeah    w block w   mas6er   ,0,flood
'296542275494895616',just posted a photo   yard bird ale house  ,0,flood
'295430902492823553',is this real account   madhokniketan,0,flood
'297263626165817345', laurabriscoe1 i ment on it  as in in australia atm lol  my bad  p,0,flood
'296895247986851840', rosatronix no worries  ill be trying to get it sold soon  just not sure how much yet ,0,flood
'296510497895874560',i m at sourced grocer  teneriffe  qld   ,0,flood
'295697038782369792',people ask me what i miss the most  i say a good relationship with my dad  and my pop and my baby cousin  they mean everything to me ,0,flood
'295661659974955010', newstalk4bc  we have blue sky at redcliffe and no wind  ,0,flood
'295663296915316739',the  weather just starts getting good and we re heading back home today  haha   outrigger resort  noosaville  ,0,flood
'296048971208589312', marco harko ooooooor i ll just smash ya all over again wen m home    fifagod,0,flood
'295470181176729602',the flooding in firth park is insane   mudgeeraba creek is putting on a show    not one you get involved in tho its view from a distance ,1,flood
'296055844750118912', browny 26  lol  dwl they told me know one would see it lol  classic     good one i m good lover     how r ya ,0,flood
'295413312517177344', hello nacho yes and yes  theyre great huh   ,0,flood
'295476372795715585', essemmeff def  i slow roasted two legs of lamb hickory smoked too for about 5 hours,0,flood
'295447189864452096', laura hartwell same as our pool  i just wanna jump in,0,flood
'296936490641006592', verityforster yes please i m dying for it,0,flood
'297119244540317696',if you received a book off me for xmas today is the day it s due back at the library   thanks   ,0,flood
'296805161228193793', carriewinatlife how s it going insomniac ,0,flood
'295924578235068417',let s go to sleep  zzzzzz  at regatta hotel    ,0,flood
'296854078250684416', vaish red devil the thing is we haven t tried to press them  like when we play big teams away all we do is play counter ,0,flood
'296514235775733760',i think the  telstra data accounting is messed up   2 months in a row i have somehow used 1 gig on the first day       ,0,flood
'297464147799588864',fuck thats right i ve got fucking math homework sigh why does this happen,0,flood
'297293697186418689', weekndkngracing  thegeneralwkr in patches have played well but still not back in the groove  ,0,flood
'297435683587497984',i work 11 30   2 45 this tuesday like what kind of ridiculousness is that      two hours and forty five minutes r u kidding,0,flood
'295701715309715456',tree down at crosby park in storms last night  bneweather  ,1,flood
'296485095827701760',just want to feel wanted ,0,flood
'296978066142531584', laurenwilson89 well i am a love fool,0,flood
'296909762182926337', saenyear i m gonna hand it in tomorrow    hopefully they hire me    what are they gonna look for in a potential worker  d,0,flood
'296969218249850880', igetitdon3 hahhaa   u at work  aww wats the time there ,0,flood
'296409946738790402',i drew this  not hazigates  sketch  superbike    aviation australia  ,0,flood
'295802797461471232',here we go again  keep safe everyone   nofilter   albion  ,1,flood
'295452598780190720',if this weather system came through on december 21st  would we have panicked more   bigwet  bnestorm  bnestorm  apocalypse  mayan  endworld,0,flood
'296407782339538944', piecritic oscar season   dvd screeners ,0,flood
'295433453346910209',a little too close for comfort     cyclone  wet  floodedin  downthestreet   coorparoo  ,1,flood
'296500426541510656', inmoxiecated so baggy trousers and half eaten ice cream ,0,flood
'297454922998358017',soccer mums       st joseph s nudgee junior college   ,0,flood
'295714158178091008', nickotaylor  rock v punk will be on last  no way rock will have anyone go on after him,0,flood
'296242858254532608',that s it who unfollowed me   cake ha,0,flood
'295873156982390784',longest wait ever to charge my phone  now i m back home in the darkness   ,0,flood
'295376503464665088',anyone here that lives on the gold coast aswell ,1,flood
'295830530732212224', georgiaharford i don t even know  probably be quite a while  xx,0,flood
'295738618645987329',fuck this shit what happened that is bullshit  fuck you cm punk   royalrumble,0,flood
'295746357317206017', badealways   emilyxrose92 at least you can sail on the jori ship screamksngjso,0,flood
'295847704070868992', dbreban couldn t agree more with the dam management  put an engineer in charge and we have leadership on infrastructure and saving us money,0,flood
'296736228760485889', joan rivers  charlesbushfoto amazing photo of an amazing photo shoot ,0,flood
'297478929999077377',oh google  what would i ever do without you ,0,flood
'296010257744949248',chermside hills run  currently the best  x country course ever  so much ducking  jumping over fallen trees    humid  run,0,flood
'295338961772085249',i m only looking forward to seeing  lifeguardmaxi,0,flood
'295903666257424387', macklemore just the best song  sounds great but the best thing is its moving and relevant and inspirational ,0,flood
'296364834600132608',sydney here i come  yeaaahhhh boi         the lounge  virgin australia   ,0,flood
'296149902667431938',seen the hottest girl of my life last night       and she was ginger   newtype  proudginger,0,flood
'296147758899929089',my belly looks like butter on toast lol  ,0,flood
'295999919058202625',my 8 year old discovered  yoga  he loves it  i think this is  amazing   stayingfit n  flexible,0,flood
'296559551870820352',brisbane roar vs harimau muda a  go malaysiaaa       queensland sport and athletics centre   ,0,flood
'295402331942551552',high school all over again    wish life could be like it is in the movies     unrealisticexpectations  stupidfairytales,0,flood
'295869967662981120',just play cricket you bunch of sooks ,0,flood
'295345559823343616', waybropictures mikey picture kissing girl not alicia me sobbing on the floor if not old,0,flood
'295679751379644416', real liam payne lean on me when you re not strong and ill be your friend ill help you carry on,0,flood
'296866796261212160',home time woot woot time to deal with traffic really hope there is no traffic  just wanna go home,0,flood
'295752983252197377', alianational i will let you know  i am hoping not many affected this time  cross fingers   eagle st looks bad ,0,flood
'295894786865516544', conway dj mate it s because we are amazing that s why  obsessedanimals,0,flood
'295895687416131584', james yammouni  jameslovesjanoskianators  do it or i will i m not kidding,0,flood
'295685117756727297', judi jabour you guys keeping dry  power still on ,1,flood
'296904561933832193', grimmers im listening online from australia i love u grimmy   d,0,flood
'295376958903164928',bah  plane delayed for an hour,0,flood
'296590157715501057',30 365 turn it up   cooking  oven  hot  nothotenough  meringue  fail   mount coolum  ,0,flood
'295344470306734082', mynameisbatdog that s what i m hoping but what if it isn t  like no they fucking better be old ,0,flood
'297075088459718656',i m at lorikeet park  mt ommaney  queensland   pic    ,0,flood
'296059210129633281',god i m a good bloke sitting next to the wifey while she gets a pedicure  in the running 4 h   professionail  ,0,flood
'296703653157404672', ayocarmelo  don t hate the playa     hate the game,0,flood
'297145238940692480',please help me out and share this complete video out very soon if you want an  mp3 grab me on facebook  ,0,flood
'296220080361062401', mmf006  jgrb anarchy not politics  pistols had better tunes too ,0,flood
'297470485078372352',2am night watching the first season of  girls   gt  gt  gt  gt  favourite new show ,0,flood
'295862817330954240',i want to reach my full potential as a person  partner  songwriter  musician  the lost goes on    and on     and on           i hope i do ,0,flood
'295475821177614337',i m just really glad most if the fan base has moved on from the omfg mikey i hate u sew much stage and onto the crappy jokes stage,0,flood
'295720651107479552', nickotaylor  i miss the old ones  the ones now just don t have the buzz of the old ones,0,flood
'295508558366273536', nicholosophy oh true  my outlaws developed a group of townhouses on ostend st that backs onto that too  my kids go to that school   ,0,flood
'297331193328840704',i will never understand some of the people i go to school with  thank god i m out this year   that my friends aren t like the rest of them,0,flood
'295995889917497344',  danikalifornia i never cease to be amazed at the people who can t handle these rides  yet they re always the first in line to get on ,0,flood
'296101984510046208', willegitimate anyone in our office at all ,0,flood
'296912264693428225', emmaparade sounds good  i can t get over the fact that i see you soon  also  i ve gotta book my flight home tomorrow so what time  gt ,0,flood
'297216272570130432', djplaner thanks david  please tell me that s inside out       o,0,flood
'297174754836750338',fridays are such long days ,0,flood
'296191784558673922',my mood be better now    ,0,flood
'296259468906332160',going to watch midnight and paris purely for marion cotillard and rachel mcadams,0,flood
'295546281659621376', salut belle blonde     heuuuu je suis pas blonde    bah t es pas belle non plus  ,0,flood
'297285535637065728',i m at suncorp stadium for brisbane roar vs central coast mariners  milton  qld  w  24 others  ,0,flood
'295804950443880448',my uncle is crack up  still learning how to use fb lols,0,flood
'296446422159618048', invig i usually really like adonit stuff so i have high hopes  and it is as easy to attach detach folio as smart cover  so i hope it works ,0,flood
'296589485511172097', trirawrr fuck  i was just being generous    but still can you buy me them   pretty please hansamu ,0,flood
'296783429444464640',yes rain at last  staying home now thsnk you   ,0,flood
'295506247891959808',flooding at she bangs coffee eep  ,1,flood
'297242374327898113', bones mc coy yeah  turning off the safety switch  and noise  also turns off fridge  not bright   hope the plumber s perve worthy   ,0,flood
'296862172871540736',proposals to present at  artsqueensland articulate conference in aug due mon 4 feb   articulate2013   rockhampton  ,0,flood
'295507368052146176',this guy is a grub    ashby,0,flood
'297303535186485249',snappin a string is the damn worst   ,0,flood
'296215855602204672', mimstacey  janecaro game over  in most states quality govt secondary perform better at the very top than expensive religious institutions ,0,flood
'296165214695600129',haha sorry  travisdwatson i don t get on here as much as i should  hey i still can find the moon calendar that you showed me ,0,flood
'296131387814199297', fuzzypaw some people really get off on it but not me  not at all ,0,flood
'296563609788616704',living and learning vivendo e aprendendo  instagood  instafood  austrlia    gemini court holiday apartments  ,0,flood
'296074456743436288',  nathan dunn  know what ya mean lad   i am a champion after all    legend,0,flood
'297474517356400640',just ordered  eric lanlard  homebake   what s the first thing i should try  ,0,flood
'296414863431966720', purdyschocolate i ve tried them  can thoroughly recommend them  do you still do orange melties as well ,0,flood
'295824808191619072', haych enn its a sign  for you to stop talking to them so youll stop missing them haha,0,flood
'296431000421027842',pub lunch on first day back   hmm sure   d    woolloongabba hotel   ,0,flood
'296249348835123201',wanted a unwanted garden shed for free  ,0,flood
'295818068167364608',i hope dennis  gen and yourself are keeping safe victorianewton,0,flood
'295866280974614528', wwos9 i ve eaten too many dried apricots and just had to go to the toilet  what happened in there reminded me of your cricket coverage ,0,flood
'296134337450086400',i haven t had lunch  am literally about to turn into the hulk  smash ,0,flood
'296340674918363136',gonna be an awkward trip to the airport,0,flood
'296183922566512641',rip a new hole in conroy about the mega telco disaster in nq for us  vanonselenp,0,flood
'296794833295638529', sophbenj i doubt youre all that interested in what i think  but id be surprised if youre not worrying about nothing ,0,flood
'296062820636823552',even if they do fuck them,0,flood
'296451485519187968',my heart is nuclear  love is all the i fearrrr,0,flood
'297241865579798528', daniaaaaaaaaaal we can take gap years but i tak nak  after graduate  nak settle down in malaysia  get married haha,0,flood
'296212719139442688', teacuptempest that phrase much classier than roos loose in the top paddock nice ,0,flood
'296554105734828032',i don t care that s its not thirsty sunday or tuesday i m thristy thirsty thirsty till we see the sun hahaha  ,0,flood
'295694136655364097',river has that  big and effing scary  look about it again at uq  ,0,flood
'297314621558251520', throneofcastle lost motivation and kept forgetting  by the time the weekend rolls around i m stuffed  lol the children are fine    ,0,flood
'295405565050499072', marcmonster ahhh i want to see your tattoo so bad     so happy for you ,0,flood
'295672179671048194',god i love the boys  i just hope they know it    well    they re my life and i wouldn t be here without them     i love you   janoskians,0,flood
'295347350946336768',sunday morning workout    fitness first   ,0,flood
'296048059605983233',cannot believe how self absorbed you ve become  keep this up    you ll see   ,0,flood
'297478156762353664', olivebeerthanks  coalition man it keeps getting better ,0,flood
'295380343601631233', sophieecollins  i don t wanna die,0,flood
'297150047974481921',buzzy got a cut and looks like a hot bitch,0,flood
'295830075453083648',3  phone charge and still no electricity time to stare at the wall until it comes back on,0,flood
'297185037785366531', bunnykaikai what kind of effects do they use  anything similar to ott ,0,flood
'296449410148204544', jimmyti maxing gives me a full 3 years before i feel like upgrading  and yeah  i use windows   linux vms for various reasons ,0,flood
'296721460251222017',noble house designer tallboy with leather panels   2 bedsides  499 00 bonogin  ,0,flood
'295864523653529600',mac and cheese  chicken  choccie milk  movies and ellen   ,0,flood
'295727719034003459', twistieman cta s dsl is down  our nbn at home is on though  no help for work though,0,flood
'295775392449572864',floods fires cyclones tornados droughts heatstroke king tides  australia doesn t get much,1,flood
'296446703702261760',logan river peaking   stay safe my fellow qld ers     old pacific highway bridge  ,1,flood
'296966525833850880',i wish someone explained the dress code to me before i dressed up,0,flood
'295480528293990400', al otaibi 88 it s heavy raining   and strong winds we just stay at house terrible,1,flood
'296243187931049984', christianantho your keek notifications are keeping me from my sleep     i can t turn them offfffff ,0,flood
'297178410122350592',round 2   ms  bloodpressure   st andrew s hospital  ,0,flood
'297293558438830081', dciphoenix know that feeling my eyes are almost breaking the toothpicks  lol i m exhausted ,0,flood
'295478532874854400',always find these so funny hahahaha  ,0,flood
'297283339105222658',too many pubescent girls wearing heels at a grass infested festival  i ll never understand why ,0,flood
'296383449869201409',flood flood flood    i decide to take a long weekend and head to brisbane and end up trapped  ,1,flood
'296079227663560704',hitachi 14 4v 4 tool cordless kit   drill grinder sds rotary  499 00 stapylton  ,0,flood
'297102461905272832',computers make very fast  very precise mistakes ,0,flood
'295844794532511747',lol at php defenders  im a php hater  pho lover ,0,flood
'296211686623432704', stages of a  commission  from  existing  jewelery  jewellery  two  rings  become  one with   dan cox studio  ,0,flood
'295674532985987073', joshdefly  joshdefly  l0ndonfoolishly happens all the time,0,flood
'297253319125123072',starbucks is lovely  kissing couples around me are not ,0,flood
'296158751218622464',wanted  factory with residential attached  450 00 tugun  ,0,flood
'297173117946699776',i just ousted taylor h  as the mayor of milk espresso on  foursquare   ,0,flood
'295860127733530624',after 24hrs  power is back in  indooroopilly  thank you  enegex   ,0,flood
'296227722240327680', saraah 5sos yeah  like who is the new builder person  and i shipped rach and jake so much    ,0,flood
'296128679443050497', thatparawh0re its not that bad  we had it worse in 2011  im just hoping the school gets flooded out and we don t have to go tomorrow either,1,flood
'297137726644424705',this is the best anti minimalism parody ive seen so far   ,0,flood
'295480168586305536', jonjoroberts hahahaha genuine giggles here  bloody british weather,0,flood
'297360868465836032',sorry  not  on  my bus  in ,0,flood
'295483149092257792', grandslamgal oh come on  he s special   ,0,flood
'295611380042694658',omfg this used to be on the radio all the time,0,flood
'295856336867061761', brooksbeau  finnharries  jacksgap it s a word beau  you finished school   you didn t drop out   you should know that ,0,flood
'297473162826878976',flying down the bruce highway and a l plater pulled out don t know who pooped more me or him  holyshit,0,flood
'296443625884237824',modern silver plastic kitchen bar stools brand new unmarked  60 00 southport  ,0,flood
'297280405894205440', harry styles well how bout u start hanging around people ur own age ,0,flood
'296149695405903873',bargain low km84000 automatic 4 cylinder camryapollo ps ac 5 13  3 499 00 bundall  ,0,flood
'295659070843670529', hayleeybriggs haha look what somebody tweeted 10seconds before my reply lmao   epic  ,0,flood
'295864016859963393', lovatic jemi yeah  it took me a while to figure it out  i watch tvd on gorillavid,0,flood
'297301561347035136',i m at the manor chinese restaurant  eight mile plains  qld   ,0,flood
'297102960813543425',steak and mushroom pie for breakfast   queen street mall  ,0,flood
'297469639603130370',steamed bbq pork bun w kimchi  nashi salad   the moray cafe  ,0,flood
'295513419296174080', emilyraadke  yougomarniecoco  cassietee  i m sorry  out tracks are under  we have no power and the bridge is under   ,1,flood
'296219909686435841', real liam payne please if you can please follow me i just want to be noticed so bad i spoke to example and be us pretty awesome your better,0,flood
'297299769003499520', fightbetting he should have to fight jds first if he wins that then he gets the  title shot  just my opinion  ,0,flood
'295535515774627840', sharpgirlie me neither  they love lifting for bigger teams,0,flood
'297343610263846913', mattchewww just are  didnt even realize you were following me   ,0,flood
'296783836191272961', nikegolfchick working for ali whitaker this week   just hope she s a good paddler,0,flood
'295387465349484544',this weather is  craptastic good thing we have about 1tb of shows to catch up on   ben  charlie s party pad  ,0,flood
'296790132546224128', thehelenha not grill d anymore  just at the post office   i feel lol scum now  worthless and shit,0,flood
'297206743568625664', telstra i just want to be 100  sure you have something specific for cable internet logged specific to my account street  dunoon ct  or area,0,flood
'295344510295212032', wendycarlisle are you comfy with abc news politics reporting  do you see criticism as driven primarily by party political agendas ,0,flood
'295802588996198401', dyoshii i ll just watch south park   ,0,flood
'296452149729165312', emilyraadke yeah but gravity will get to them and i don t like them so ugh,0,flood
'295504228410089473',so yeah this weather aye   have no power and may be days before its back on again ,0,flood
'295834526175870976', spencerhowson no probs  seems shame to have in garage doing nothing   until my power goes out  he he  hear u in the morning ,0,flood
'295464661216804865', kingjames watching more than a game again  inspiration  legend,0,flood
'295455446481899520', williamshatner i probaly shouldn t say this but it needs 2 be said  what we take 4 granted is our ultimate weakness  principles unite us ,0,flood
'296775520333492225',i just ousted mike g  as the mayor of gate 86 on  foursquare   ,0,flood
'295473596476833792', littlemixoffic so proud of you girls   dna tour vids are making me teary  love you lots xx  ,0,flood
'295672729556893698',forget trying to use flood maps  these suburb  street lists are quicker and more informative    bigwet  qldflood,1,flood
'297358820634685441',is smith exiting as well   auspol,0,flood
'296715284713201667',is it to early to start drinking  its 06 20 here but its 20 20 in england  confused  iwantbeer  alcoholic,0,flood
'297265416630333442',there seems to be a kitten chewing on my fingers ,0,flood
'296959969868251136', 0meraki happy birthday   i how you have a awesome day    ,0,flood
'296380514242285568', purdyschocolate they look lovely  bet they taste great too ,0,flood
'296197069385908226',i m at pineapple hotel  kangaroo point  qld   ,0,flood
'296917457854136321',dinner is mm cookies   ,0,flood
'295385256842895360',wow  the temperature is only a mild 71 6 degrees fahrenheit here  roma  but the wind gusts are over 70 km h  ,0,flood
'296110784105291777',free entry for storm affected green waste into brisbane dumps  bneflood,1,flood
'296843975099285506',australian hachiko   university of queensland  ,0,flood
'296823126870872064',set of drawers on wheels  10  10 00 bundall  ,0,flood
'297222521072259072',yr 12s and new students   cheering practice   gps2013  ,0,flood
'296912569422200832', claudi argueta  cko o  chokaro argueta r u kidding me       one was enough      ,0,flood
'295663833333243904',portable bose speaker playing music off my iphone while i play on the ipad  firstworldblackout  bigwet,0,flood
'295846973678944256', jbiebstc rate  9  you re so pretty  love your icon  header,0,flood
'295448531781681152', williamshatner as if that little word hasen t been picked up on and evaluated  hi guys  i m a friend not a foe  if not  why not  i would ,0,flood
'297242822166335490',freakum dress   more like freakum shoes   thesedaiz going out tomorrow and shopping    sexy or what   ,0,flood
'295439887983849472',we have battened down our flat in new farm and currently curled up with the cat and doctor who  thinking of you all in the  bigwet  staysafe,1,flood
'295344658006020097',maybe it s his long lost cousin who he just loves a lot,0,flood
'297185585729249281',bun with minced pork  taro spring rolls    mrs luu s  ,0,flood
'295809023188533248',i want a style change  over wearing band shirts and jeans  any suggestions  ,0,flood
'295449546740355073', nathanaelb not as far as i can tell ,0,flood
'296196079618240512', philkingham the icade just paid for itself  so many awesome games i used to spend way too many coins at in my youth ,0,flood
'296056336448376832',day after cyclone oswald  snapperrocks   snapper rocks  ,0,flood
'296066761407746048',oh so because gillards boyfriend said it  it s a joke   if abbot said it she would want his resignation   ,0,flood
'296886238856744960',i m excited about challenging myself  especially because ats is a dance language  improv style   read  my favourite kind of challenge    ,0,flood
'296624431613214720', crystalhefner mary was just beautiful   still such a sad shock  yet a beautiful soul who touched so many,0,flood
'295677649660018688',your cheap thrill can cost a life  stay home unless its absolutely necessary to go out  stay out of pooled waters  think safe,0,flood
'295467339825156096', fortafy foster yah and  shanaevers in robina today think it was i ain t no lesbos but gosh yah both are fricken hot,0,flood
'296020839898415104',two red futon sofas in great condition  200 00 burleigh heads  ,0,flood
'296874339507265536',i cannot breathe like this ,0,flood
'297271634816012288',haven t been out this way in a while  a decade  naaaah ,0,flood
'295836822389551105',where s the gelatin    mkr  seven,0,flood
'295802232908181505', staceycanspell is it supposed to be higher than last night ,0,flood
'295666274153947136',the fact this is main street and it is completely under water  scary  ,1,flood
'296191629486874624', dans xo that sounds like heaven right now  im lying under a fan trying to cool my body down  x,0,flood
'295849070843531264',thank god   rt  couriermail  issues affecting telstra customers have been fixed   ,0,flood
'296570337729056768', christianantho yeah  im excited to get my macbook   7 weeks without a laptop  it s hell,0,flood
'295398329540567041',i really can t see myself being atheist        christianforlife,0,flood
'295764526933110785',i will vote for the political party that can offer me better riding weather ,0,flood
'296921505747582976', leannesarahc87 haha sorry about that  ye i m good  how you and the little 1 doing x,0,flood
'296926027085647872',just 9936 followers until i hit the 10000 mark  come on guys  rally   ff,0,flood
'297462811980861440',they re the ones that stick right in your ears and make your eardrums explode,0,flood
'295360040452374528',as long as him and alicia are okay and alicia isn t all fucked up about it,0,flood
'295786151015493632', slicksanel what did you do exactly ,0,flood
'296381829404049409',i want to wear cute cosy winter clothes  i just want it to be winter already,0,flood
'295793341516365824', cycleboomtime yep  u still have property in the flood zone    notpro,1,flood
'295342514364366849', abcwestqld such a state of contrasts    bigwet,0,flood
'295724386625925120', stujdale  juliagillard i 2nd that   it s bad enough up here without that insincere scrag romping around with camera crew in tow ,0,flood
'296571159032504320', pm live the pm is looking fresh    are the glasses covering cosmetic changes ,0,flood
'296201616321835008', scradballz who would hire you ,0,flood
'296065501463990273', tskellernsmith didn t venture into level 5 levuka tracks  too wet  plenty of fun elsewhere tho ,0,flood
'295533791525625856',your all that i got  all i need  so im willing to say a thousand words put together    i love you   i do    i love you   3,0,flood
'295890132664479744',  aleeexsm the cyclone  tornado  floods are coming your wat,1,flood
'296891261787447296', subtlericho  rowdiyates i m voting for the budgie smuggler  but i dot like his chances ,0,flood
'295646202618339328',just spoke to my parents stuck in aratula  100 s people stuck there trying to head north south  both directione cut off by water  qldfloods,1,flood
'297096932038410241',free king size mattress main beach  ,0,flood
'295649554152443906', dee0066 lol   gt  uberfacts  a swedish couple named their kid brfxxccxxmnpcccclllmmnprxvclmnckssqlbb11116  the name is pronounced albin ,0,flood
'295863146978107392',id love an old ibm selectric  but they only seem to have them in the us and  700 shipping seems a bit steep ,0,flood
'296028379633811456',today s other most overblown headline  eerie as in  eerie tim mathieson,0,flood
'296572406854737920', flexgirl2  coalition man has the clown mundine been ko d yet ,0,flood
'295514903190577152', parishilton how many phones do blackberry supply you with paris    i m sure they won t mind too much     like you can have what you want  ,0,flood
'296518235484983296',when given the choice between being right and being kind  choose kind  dr  wayne dyer,0,flood
'296054162670645249', arianagrande  ariana please follow me  love you heaps,0,flood
'295326144935374849',uh i just can t wait for  mileycyrus  s new record ,0,flood
'296566813427392512',when i was younger i never realized how depressing forrest gump actually is,0,flood
'296882892431323136', themikeod i swear you re like oprah sometimes,0,flood
'296514606241816576', jferg95  album artist  needs to be the same when sorting by album ,0,flood
'297351162829623298', qanda returns on monday  what a time to do so    auspol  theirabc,0,flood
'295855600485662720', crystallouu yeah because gyms aren t open in the rain ,0,flood
'297133951464640513',hahahahhaa i just saw a postie driving on his bike in front of me   made me laugh,0,flood
'295663507247079426', curdey unbelievable   imagine that kid s first day of school   how do you spell your name  ,0,flood
'296838228173025280',disability support worker available for respite elanora  ,0,flood
'296955564578181120',couldn t find the usual marco polo  black tea   tea that i usually drink  so i m tryin   black pearl epicure  ,0,flood
'295800251992915968', weyyheynouis  ha ha ha i miss my first day,0,flood
'295399071672332288', ben preece have you seen django yet  have heard endlessly terrific reviews ,0,flood
'297344576912515073', indoor  balloon  nundah  brisbane   australia   nundah  ,0,flood
'297069115502370818', ourocean  ever seen a horizontal waterfall  the tidal gorges in this new australian national park are amazing  ,0,flood
'295936055104901120', charliem0rgan just letting you know you are still an absolute cunt   softcunt,0,flood
