,id,username,date,text,hashtags,geo,type
94,901572593135824896,BigBadFisher,2017-08-26 22:30:31+00:00,"Very, very nutty - Drinking The Nuttiest Professor @Flying Saucer Draught Emporium - http://untp.beer/s/c496422927 #photo",#photo,,official
95,901572503616749572,MeSSiaH_808,2017-08-26 22:30:09+00:00,Ready 4 this scrap #awwwhereitgoes (Coolio voice) @Lincoln Park Apartments https://www.instagram.com/p/BYRhj6fFkRt/,#awwwhereitgoes,,official
96,901572494263549952,thejohnstephens,2017-08-26 22:30:07+00:00,Have you ever seen the rain? We sure have in Houston! Keep praying! Join us for worship online… https://www.instagram.com/p/BYRhiSwjaQN/,,,official
97,901572242777169921,MoFromPromo,2017-08-26 22:29:07+00:00,#bowwow It's National Dog Day! #puppylove #DigItHTown @In My Zone https://www.instagram.com/p/BYRhch2A7Gzu2x6u4w_-0ubB_IgkBBUSxQ_URA0/ …,#bowwow #puppylove #DigItHTown,,official
98,901571955433897986,MsCoCoDominguez,2017-08-26 22:27:59+00:00,I've been on since noon @fox26houston w continuous coverage on your roadways til midnight. Dr.… https://www.instagram.com/p/BYRbKC8hIZC/,,,official
99,901571604899127296,Krissy0486,2017-08-26 22:26:35+00:00,"Just posted a photo @Houston, Texas https://www.instagram.com/p/BYRhFdHFRI_zhAcWp-WknbcKXHMC8f8VNyugYU0/ …",,,official
100,901570991515615233,SookiesHatShop,2017-08-26 22:24:09+00:00,"Black & white glenplaid wool. Thank you, Marvin!! @Houston, Texas https://www.instagram.com/p/BYRg3-uBZ_X/",,,official
101,901570122686488577,Topherchr1s,2017-08-26 22:20:42+00:00,"Someone is not a fan of the thunder. @Hedwig Village, Texas https://www.instagram.com/p/BYRgehGAhnO-kMxono7wb_Y1wYDyEdXJdIYQ2Y0/ …",,,official
102,901569384728154112,jwatmusic,2017-08-26 22:17:46+00:00,Doesn't this projected path for Harvey look more like he's checking us off his to do… https://www.instagram.com/p/BYRgI6phbxw/,,,official
103,901569224254128130,SweetzDyvaToniJ,2017-08-26 22:17:08+00:00,#BananaRepublic #BananaRepublicFactory #Gap #OldNavy #Althea… https://www.instagram.com/p/BYRgEiFjEhuCcsGF9hftKaIVLktNE_CZo_hRnw0/ …,#BananaRepublic #BananaRepublicFactory #Gap #OldNavy #Althea,,official
104,901569161968705537,thejohnstephens,2017-08-26 22:16:53+00:00,"Preparing for all Chapelwood community worship at Mercy Street. If you can't be here, you can… https://www.instagram.com/p/BYRgCqHDDxs/",,,official
105,901568966581268480,tordior_tweets,2017-08-26 22:16:06+00:00,"Such a bum lol (@Red Pines Apartments in Pasadena, TX) https://www.swarmapp.com/c/a0N3OnCUYQO",,,official
106,901568795508080640,GoMcShowcase,2017-08-26 22:15:25+00:00,"Just posted a video @Alief, Houston https://www.instagram.com/p/BYRf3HIhFL0HnIwqHMgacpZPTqPhMsg9rvbeKk0/ …",,,official
107,901567552194846721,drew0622,2017-08-26 22:10:29+00:00,Drinking a Swerve City by @belchingbeaver @420 Lounge — http://untp.beer/s/c496402771 #photo,#photo,,official
108,901567376600203266,danielajune19,2017-08-26 22:09:47+00:00,Trapped inside waiting for Harvey to pass... wishing I was back in sunny Spain #throwback… https://www.instagram.com/p/BYRfO09Fm5R/,#throwback,,official
109,901566807043182592,hopheim,2017-08-26 22:07:31+00:00,Day 14- Double leg Kick http://www.wapilates.com/washington-ave-pilates-1/day-14-double-leg-kick/2017/8/26 …,,,official
110,901566585793544194,HHarloquinShop,2017-08-26 22:06:39+00:00,Aug 24 The White Dress Party H.Harloquin Fashion Show. @Bar Bleu https://www.instagram.com/p/BYRe0GOFntc/,,,official
111,901566413986574336,SugarLand_TX,2017-08-26 22:05:58+00:00,Sugar Land TX Sat Aug 26th PM Forecast: TONIGHT Tropical Storm Conditions Lo 75 SUNDAY Thunder Storms Hi 81,,,official
112,901566400996704257,SharpstownTX,2017-08-26 22:05:54+00:00,Sharpstown TX Sat Aug 26th PM Forecast: TONIGHT T-storms Lo 75 SUNDAY Thunder Storms Hi 80,,,official
113,901566311012216832,HoustonTX_,2017-08-26 22:05:33+00:00,Houston TX Sat Aug 26th PM Forecast: TONIGHT T-storms Lo 75 SUNDAY Thunder Storms Hi 80,,,official
114,901566262467334144,BuDom,2017-08-26 22:05:21+00:00,"Lesson learned! This time we got prepared with food and water, as well as putting my stuff up… https://www.instagram.com/p/BYReuizgaJk/",,,official
115,901566158456975360,Hektr,2017-08-26 22:04:57+00:00,@jen_ny69 #Jenny69Challenge #PassIt.... hey JennTy sending you mad… https://www.instagram.com/p/BYRerpFFEDAXrNa_CeVhMmFyaF2j9lygMMgTn40/ …,#Jenny69Challenge #PassIt,,official
116,901565986544996353,PatricoBrown,2017-08-26 22:04:16+00:00,"Check out my Album Team Patrico featuring Shawnna, Dawreck, John Blu, Mr Stay Crunk, Poohdalini… https://www.instagram.com/p/BYRel1aAeBd/",,,official
117,901565890222743553,Dannyboy1112,2017-08-26 22:03:53+00:00,Just posted a photo @La Casa Del Dannyboy https://www.instagram.com/p/BYRejb8DheQ/,,,official
118,901565761579356160,HHarloquinShop,2017-08-26 22:03:22+00:00,"White Dress Party H.Harloquin Dresses Fashion Show produced, styled and directed by Haley… https://www.instagram.com/p/BYRef-7FKlk/",,,official
119,901565396641345538,gamontague,2017-08-26 22:01:55+00:00,experimenting with my #crockpot! #southerncooking #louisianafood #hurricaneharvey #houston… https://www.instagram.com/p/BYReVEqBwNh/,#crockpot #southerncooking #louisianafood #hurricaneharvey #houston,,official
120,901564940015816704,MarkusChamblin,2017-08-26 22:00:06+00:00,#hurricaneharvey ....it's not even raining now. #houston #midtownhouston #texas .....I'm going… https://www.instagram.com/p/BYReHugDibq/,#hurricaneharvey #houston #midtownhouston #texas,,official
121,901564889415778304,WaterBoy6453,2017-08-26 21:59:54+00:00,Come see me and these two hotties tonite at aurahouston @Aura… https://www.instagram.com/p/BYRd7uzHTRjZtbzoROuirVuurLcyrjkkCrhCU00/ …,,,official
122,901564820499173378,BigWho_,2017-08-26 21:59:38+00:00,#Magnolia Ghetto Mix by @rudeboy_rojo !!! Artwork by @BigWho_ link in my bio #ombbloodbath… https://www.instagram.com/p/BYReEd_hbjh/,#Magnolia #ombbloodbath,,official
123,901564514566643719,vlady081174,2017-08-26 21:58:25+00:00,"Buenas tardes con Roberto Rdz. @Houston, Texas https://www.instagram.com/p/BYRd7jogw_O/",,,official
124,901564493045661696,jeruhmaya,2017-08-26 21:58:20+00:00,Go Away!! #hurricaneharvey #harveysucks #hurricaneparty #ibetternotlosepower #houston… https://www.instagram.com/p/BYRd64UBwxH/,#hurricaneharvey #harveysucks #hurricaneparty #ibetternotlosepower #houston,,official
125,901563952802521091,HHarloquinShop,2017-08-26 21:56:11+00:00,Just posted a photo @Bar Bleu https://www.instagram.com/p/BYRdrBjlkri/,,,official
126,901563397103271936,davidb8520,2017-08-26 21:53:58+00:00,"I got one of them dragons #GOT #gameofthrones #knightking @Imperial Green, Houston, Texas https://www.instagram.com/p/BYRdbDynv1L/",#GOT #gameofthrones #knightking,,official
127,901562862736248833,HHarloquinShop,2017-08-26 21:51:51+00:00,Just posted a photo @Bar Bleu https://www.instagram.com/p/BYRdLSAlibt/,,,official
128,901562676714901504,UnderbellyHOU,2017-08-26 21:51:07+00:00,On the menu tonight: Korean fried chicken and dumplings. #UBDinner @Underbelly https://www.instagram.com/p/BYRdGCHgLgg/,#UBDinner,,official
129,901562670423449601,Blessed_Beatz,2017-08-26 21:51:05+00:00,#SoulTies THEY ARE DEEP... THEY ARE REAL #manup (Full video on our Facebook page) @New Home… https://www.instagram.com/p/BYRdFSNB4df/,#SoulTies #manup,,official
130,901562580073893889,seriousforGOD,2017-08-26 21:50:43+00:00,Congratulations to Jose & Juanita Velasquez celebrating their 50th Anniversary.… https://www.instagram.com/p/BYRdDLygk0w/,,,official
131,901562372925607936,jameswsf,2017-08-26 21:49:54+00:00,"Thoughts and prayers. #@Houston, Texas https://www.instagram.com/p/BYRc9aBD-ME/",#,,official
132,901562266365112320,trav__a,2017-08-26 21:49:29+00:00,Drinking a Trade Bait - IPA by @11belowbrewing @Casa de Anthony — http://untp.beer/s/c496381832 #photo,#photo,,official
