id,tweet,label,disaster
'263323977664053248', oredrocann holy shit  your block or the next one ,0,hurricane
'262980126306889729',the statue of liberty as seen from near battery park   sandy  hurricanesandy    battery park city  ,1,hurricane
'263296901187776512',channel surfing  and relaxing with my green goodies  i wanna go for a walk  but not feeling flying away like  marypoppins or some shit ,0,hurricane
'262684238896300032',i wanna go to the beach but i don t wanna die,1,hurricane
'263118773664485376',rt  katedorsson   sandy   a rod damn dude    what is this world coming too       too funny lol  ,1,hurricane
'263139442183790593', nicoledandrea yea  just hoping my windows hold  they re shaking but they re all new so fingers crossed  hope all is well on your end,1,hurricane
'262419390740430848',today i had more fun then i have in the longest time ,0,hurricane
'262647226331979776', cococrunchmb hi p   your going to do great today  d love you   lt 3,0,hurricane
'262937571376627714',water levels be rising       long island city piers   pic    ,1,hurricane
'262608654115696640',dearest  andre kamp  i love you  wish you were in the storm with us   ,1,hurricane
'262686217462767618',stfup     nobody likes your shit anyways           likes to talk shit alot     lmfao,0,hurricane
'263139066609025024',breaking  rt  youranonnews   nyc  sandy   fdny on scanner confirmed fuel leak contamination  drink bottled water  boiling will not help ,1,hurricane
'262632413526650880', mikeydeleasa thank you for posting that  is it gonna be rescheduled ,0,hurricane
'263071168569962496',my power keep goin in and out,1,hurricane
'263119712408449024',my whole street is black,0,hurricane
'263400723415433216', shalomshuli dude   you are crushing on howard   i m listening on demand right now   shalom  mother effer    sal   from raw dog ,0,hurricane
'263006493832536064', max d tho smokin during a hurricane is hard as hell lol,1,hurricane
'262916894640721921',tonight i m gonna dance for all that we ve been through  but i don t wanna dance if i m not dancing with you ,0,hurricane
'263207263735521280',things are bad out there   west orange police dept  ,1,hurricane
'262743912622481410',if only i was stormed in with  twink ie   gibaby  my only survival needs  stay safe  love you,1,hurricane
'262612444822773761', wimblaaa what   malteses are cute    ,0,hurricane
'262425319644995584',well i was the only sober one at the party at least i won t have a  hangover  suckstosuck,0,hurricane
'262627301999669249',everyone and their mothers are at home depot,0,hurricane
'263064103097073664', ant decicco i wanna check it out ,0,hurricane
'262377283547963392',i m too nice at fifa      ,0,hurricane
'263186235609198593',so much to do  in such short time   must not be lazy   ahja,0,hurricane
'262866446596595713',sicilia ubd      havetoacemysatexam      better get it while u can  ,0,hurricane
'263065687252160512',power s been cut to lower manhattan and our lights are flickering     ,1,hurricane
'263041747725217792',my mom told me i could have whoever i want sleep over  it s a little late mom,0,hurricane
'262816572635230209',pre sandy calm   patsy  eddie s boli stoli factory  ,1,hurricane
'263042795672064000',guys     it s getting really bad out there now    hope everyone    frankenstorm apocalypse   hurricane sandy  ,1,hurricane
'262764439437180930',giants    congratulations  what a season ,0,hurricane
'262387372438720513',i have so much ammo  i m gunna kill all the babies   zaine o mac,0,hurricane
'262597224658251777', pweetytinu am gud and u,0,hurricane
'262951342073597953',good bye astoria  hurricanesandy on the way   astoria park  ,1,hurricane
'262537488415981570', abbiebradyd it s not a memo you wanted to be on  trust me,0,hurricane
'262992182523334656',oh dear sandy    home  ignorantshit  lookinglikeim13  superasian    somewhere in my world  ,0,hurricane
'263104324320759808', zmars89 to be honest with you  i don t remember peeing infront of his house ever  ,0,hurricane
'262917605541679104',sandy can t stop me from getting my owab,0,hurricane
'263429885417119744',no we do not have fucking ice      go the fuck home  ,0,hurricane
'263101007012179968',hide yo kids hide yo wives  sandy,1,hurricane
'262430296757116928',are you don drapers wife   boom  halloween2012  madmen  ,0,hurricane
'262707609717575680',ok   goodbye new yorkers  i m outta here  good luck with the  frankenstorm and stuff   ,1,hurricane
'262471773281460224', gottaacemysatexam    oh lord  i really wish we found that previously   ya better get this  tallgirlappreciationday pzk,0,hurricane
'263112104985374720',and out goes my power,1,hurricane
'262928096687173633', rt   shakira says  i m something you ll regret losing  i can promise you that much ,0,hurricane
'262961530683928577', 4shocincity so far good  i m part of emergency staff  i just happen to have day off ,0,hurricane
'263090700944556032',i dont even care about the power  i just want this storm to be over,1,hurricane
'262943710227087360',really don t mind this sandy thing unless the power goes out,1,hurricane
'262743175431602176', stephennyr89 cause i seen people post pictures of flooding  puddles    didnt know what was going on out there haha,1,hurricane
'263114442114490368',tree trimming in nee jersey  ,0,hurricane
'262615077952319489',i honestly hate the volkswagen commercial with the dude singing in the black car,0,hurricane
'263077258338639872',oh my god there s an emergency alert in my area i m fucking scared  ,1,hurricane
'263013628167462913', jacquelinetweet we just happen to be surrounding a tray of vodka kelly right now while sheltering in our building haha  hurricanefestival,1,hurricane
'263023091897221121',i want 1st marking period to end already ,0,hurricane
'262392725469544448', s mehalick  why won t my friends text me ,0,hurricane
'263102777822150656',this guy skelton had the job in week 1  got hurt  kolb leads them to 4 2 n skelton comes is and is just horrific,0,hurricane
'263040368797446146', swagislethal but around 6 8pm with the high tide we will have bad flooding,1,hurricane
'263400823873212416', prarthana xo i have electricity come over later,1,hurricane
'262756485862412288',i feel like if we fall apart you wouldn t care   lt  3   ,0,hurricane
'262756977430646785', jazminrazzles my soul to take   ,0,hurricane
'262906282929967104',its sad  when you can t trust someone you involve with,0,hurricane
'263117323815223297',i m tighter than a virgin right now since i can t text  lt  lt  lt ,0,hurricane
'262919076668637184',baby all i need is on,0,hurricane
'262652972754956288',can t believe one of the twitter accounts for the hurricane is actually tweeting promoting4obama  be funny bout the storm not talk politics,1,hurricane
'262755928191946752', xo kimx3   tomyfuturedaughter you will play softball,0,hurricane
'263128254674784256', sbedard23 sounds great love you guys   ,0,hurricane
'262609740402675714',teaching your little siblings how to actually be a decent human bieng,0,hurricane
'262902930624090112', ufouria  i don t even like candy so i don t know man lmfao,0,hurricane
'262644498688004097',why does my twitter randomly favorite other people tweets  sorryguys,0,hurricane
'263123476653682688', vikeologist we re a cbs owned and operated station  ny needed crews  we came ,0,hurricane
'262564759814152192',he ain t nothing like the boy i used to know ,0,hurricane
'262609485632266241',my first step in my       new york penn station w  79 others   pic    ,0,hurricane
'262762267219734528', nikki 217   wonderrwoman flounder is just a buzz kill  arial cannot be tamed   fucksafety,0,hurricane
'262954891096494081',        xstrology   aries cannot stand stagnant relationships  if shit gets boring they will wander ,0,hurricane
'263325109706702848', jikankun  manapuddingfox no power in town  both doing fine  driving sucks ,1,hurricane
'262633993449664512',they can just throw me a couple hundred  ,0,hurricane
'263326119359561728',lots of people out in  bayridge  brooklyn checking out the storm damage   sandy  sandyaftermath,1,hurricane
'263390086979260416',about to beg my mom to let me throw down,0,hurricane
'263284448395665408',no power  out driving the jeep and charging my phone  trees down  does not look like are getting power anytime soon ,1,hurricane
'262700804262211585',first day of  nnguw started with mobile websites and apps today  so far so good ,0,hurricane
'262630144806629377',the hurricane updates are most interesting than the jets games ,1,hurricane
'263047016593125376', mikesvehla come to bayonne son,0,hurricane
'262538690679681024',marcus lattimore man prayers up for u man keep fighting south carolina  21 shyt was terrifying espi ally if you are a football playerlike me,0,hurricane
'262807854363332608',i should of went to a hurricane sandy party  i m so bored i m tweeetin my biscuits off over here  bored  awake,1,hurricane
'262974991694446592', henryedmondson the big bear was on pix11 news and got interviewed,0,hurricane
'263079317855141889',no power  no problem   blackout  sandy  eastvillagenyc  newyork  hurricanecowboys    east village  ,1,hurricane
'262731259271335937', bree cass this is from rob bc he doesn t have a smartphone at my house  coookkkieeeeeee  ,0,hurricane
'263060018604171264', toodopekay  yea lets hope it pass us quick,1,hurricane
'262699097545375744', sirenasmaster well we shall see lol   i aint worried i leave it to god,0,hurricane
'262676215884824576',watching tv nd textin my best friend,0,hurricane
'262955065843785728', valerie mia how is it by you valerie  it s really windy over here ,1,hurricane
'263029063462055936',the lady on channel 4 news looks like  jekkkkax3 s mom,0,hurricane
'262887647893151745',hi cav vmt wow    havetoacemysatexam     better get it while u can  ,0,hurricane
'262411331427241984',in love with my bed except for the fact that every move you make something squeaks  thestruggle,0,hurricane
'263401491694493696', fxq ya feelins u good nobody gon see lmfao,0,hurricane
'262451838903803905',no normal people leave the airport this early,0,hurricane
'262614239242510336',hurricane sandy can suck it,1,hurricane
'262989476702326787',frankenstorm  more like zombie apocalypse   at manhattan   pic    ,1,hurricane
'263003949425098752',promise that you ll sing about me 4eva  promise that you ll sing about me 4   oooooo,0,hurricane
'262982548920090624', nathanandy lol no trauma to little man ,0,hurricane
'262781159648399360', steffffuhhknee omg i was just talking about that game  i fucking love it  lmao,0,hurricane
'263342869325164544',west side highway downtown is a swimming pool  frankbeach     riverside park north  ,1,hurricane
'262897064873185280',woke up in the worst pain in my knee  ihaterain,0,hurricane
'262813839949692929',moving target     frankenstorm apocalypse   hurricane sandy w  1057 others   ,1,hurricane
'263291850096513025',i hope i m able to make good friends when i move to florida in two years   ,0,hurricane
'263185035681738752',wind advisory issued for union center  nj  ,1,hurricane
'263004516172058624', robyouells hey brotha  how u dealing with this weather ,1,hurricane
'262374000070623235',i m at mile end  brooklyn  ny  w  4 others  ,0,hurricane
'262548215000363008', dominiloka yes to football but pending on ur tv u might lose the satelite n all that ,0,hurricane
'262934248711925760', sandramcgarrell i love you all deeply but until you can offer me a jamba juice  whole foods and bud light lime  i m staying put  x,0,hurricane
'263018717078773761',got my loud  now i m ready,0,hurricane
'263131875764215808', jvssica get the 5 on sprint  ,0,hurricane
'263089595971952640', jessicadelfino  any chance  mitt  romney made this hurricane   sandy our fault bc we depend on govt subways  roads and fema  right ,1,hurricane
'262680233738645504',what if the power goes out and i m left with raw cupcakes  that would just be fucked ,1,hurricane
'263327751270985729',hehe  cha patti   aruna dawn can t wait to see your mummy on itv tonight  hope all s well     lots of chapatti love coming your way xxxxxx,0,hurricane
'262606602237001728',hide your children  hide your wives     frankenstorm apocalypse  hurricane sandy w   beer4molly  y vo   ,1,hurricane
'263069052413554688',omg a huge tree just fell in my backyard so close to my house  this is too scary ,1,hurricane
'262410009567166464',love these bitches  jgords nichole durant brooke nicholeee92    bamboo bar  ,0,hurricane
'262718511644803072',i m at frankenstorm apocalypse   hurricane sandy w   sarahjgiann  ,1,hurricane
'263087851187621888',water has officially entered my house ,1,hurricane
'262392067534249984',lmfaoo   bollywoodsown  if you text me right now prepare for a long ass conversation,0,hurricane
'263134460164337665',a fuck nigga that s   that shit i don t like   ,0,hurricane
'262676509788082178',why ppl crying and taking sandy serious  she s just a squirrel ,1,hurricane
'262642412814479360',put me as your screen saver so i know it s real,0,hurricane
'263083076362584065',storm is supposed to die down around midnight  3 more hours of hell ,1,hurricane
'262686422421614594', exotic asian   im really bored in bedddddd  ahhhhhh i keep changing positions every 5 mins lmao,0,hurricane
'263102285020794880',  video of coned station on fdr and 14th street exploding  ,0,hurricane
'262979499560411136', princessreb   jaime missed me texting him ugh me too    if wifi goes i m done for lmao,0,hurricane
'262549311630491649', point at ash thanks girl i m home safe,0,hurricane
'262735396528586752', kritzkolesa coolest fork in town,0,hurricane
'263044931516518400',out to cnr  wish me luck lmao  i wish,0,hurricane
'262622206666866688',i need some classic  halloween movies in my life ,0,hurricane
'262525535534596096',i m at nbcuniversal  new york  ny   ,0,hurricane
'262388268941844480',just gunna walk everywhere for now on ,0,hurricane
'262807388850114561',mbfw s2013 flashback  beautiful silhouettes  reemacra   this i   reem acra show   mercedes benz fashion week  ,0,hurricane
'263134319634165760',when she says my name she s mad at me,0,hurricane
'263077841460162562',keep hearing a crazy grinding and lights keep flickering but thankfully we re still lit up here in bayonne   sandy  sandyn12nj,1,hurricane
'262462217709043712', satstudytime    goodness i really wish my cousin had got that previously   ya better get this  donttextmeif ckf,0,hurricane
'262702101262643202', richard1826 i m so mad   it was just his fingertips out  ughhh,0,hurricane
'262968641799192578',who wants to o looting when sandy hits  ,1,hurricane
'263117383189798913',omg    consolidated edison of ny  ,0,hurricane
'262674741721198593',iphones are official   stay focus      mott haven  bronx  ny   ,0,hurricane
'263007572108394496',i wanna go to the park lol,0,hurricane
'262612525261139968', iarrestnocuffs mad ya man pays no mind during da game,0,hurricane
'263011844149616640', capitalv  macnrg the calm before the storm   is over   ,1,hurricane
'262661185541918720', james yammouni   good morning  please pray for your usa east coast fans like me because a horrible hurricane is hitting us very soon 10,1,hurricane
'262596351236403200',class canceled monday  tuesday   perfect,0,hurricane
'262366669417107456',if i don t i m paying someone to come out with me,0,hurricane
'263231903241474048',i m so bored since i have no tv right now that i ve heard all the songs on my phone  4 539,0,hurricane
'262796633417326592', heady mo rd better be safe that shit gonna hit tomorrow lol,1,hurricane
'263027489041952768', automotive  lamborghini aventador   because my next boyfriend will drive this   lorrainepesola,0,hurricane
'262720567965278210',new york from the statue of liberty  crown     ,0,hurricane
'262711015056224257',these hurricane sandy tweets are so hilarious tho,1,hurricane
'262656498902114305',  monymaknmitch  think i m a use this time off to get back n the gym u need too,0,hurricane
'262635620864774147',trees n wine   hurricanesupplies  sandy,0,hurricane
'262360668366315521', patriart  the days of our lies  obamasoapoperas  nice,0,hurricane
'263315612741300224',maybe now you ignoramus might appreciate school 3  ,0,hurricane
'263118055389925376',there s a lot of good cops volunteers  and emergency responders out there risking it all   thanks  my thoughts are with you  hurricanesandy,1,hurricane
'263295729890635777',my dream of having a fat guinea pig has been fulfilled,0,hurricane
'263027383135793152',   lmao       grabs sneakers    btwimpretty    jahteflon  lets get his ass out da pic,0,hurricane
'263406380503924736',thank god not every place was affected by the storm     uncle louie g s italian ices  ice cream   ,1,hurricane
'262679622796333057',i m at frankenstorm apocalypse   hurricane sandy w   megtowe  ,1,hurricane
'263138359256424449',riding out sandy   my in laws in leonardo  nj  my town of keansburg  nj is a lake ,1,hurricane
'262647289422675969',lol   my aunt saying she s not evacuating because a certain family by her house will be just waiting to steal everybody s shit  realtalk,1,hurricane
'262672114115559425', dayananarie  let s fucking go  we about to make a comebackdnt gass   stay humble lol,0,hurricane
'263422340401090560', bissyv lmaoo i triedd but he s too scared to fall,0,hurricane
'262634483239505922',lunch  meatballs       meatball obsession   pic    ,0,hurricane
'263050018766856193', rj dizon  yodenis   kervindoee lmao when i saw this i was like i have to show ya,0,hurricane
'262356623576674305', gntgiveaway  gamentrain is giving away 2800 ms points  enter today   ,0,hurricane
'263075125472161792',u think hurricane sandy is bad just wait till hurricane selver comes hehe,1,hurricane
'262855354738692097',ok people so i have to work keep me in your prayers many thanks  sandy2012,1,hurricane
'263100422590439425', jlawmiamidoll i promise i am    thats where i was b4  ,0,hurricane
'262350294090907648',i m saying it as if i m not taken need this free just love spending time with my roost,0,hurricane
'263421710819266562',he s such a fat dike,0,hurricane
'262651589586735104',happy 1st large milk chocolate letters anniversary birthday gift for boyfriend girlfriend made to order  ,0,hurricane
'263346234255888384',read between the lines  what the mta is trying to say is we re all fucked ,0,hurricane
'262487137235111936', satstudytime    omg i wish my brother found this previously   you better get it now  top10favoritesongs utv,0,hurricane
'262978375403065344',better be a sick joke,0,hurricane
'262412301733351425', proud jamaican  yeah we in osric group lol so we pay 16,0,hurricane
'262753449316319232',what even iz a hurricane   ,1,hurricane
'263402690250420225', katieguardnuh im really excited like hello christmas,0,hurricane
'262445366396473344',lumberjack    good stuff diner   ,0,hurricane
'262661164306161664', milanamay we are all in this together   sandy  ssaf,1,hurricane
'262402665584132096',wooow james harden to the rockets  ,0,hurricane
'263105934807666688', colebronxx   porcdaddy no people who have an answer for everything suck  lt  lt  lt  not true lol,0,hurricane
'263005422980571136', x  fierce yeahhh i don t think it will go that far i mean ur talking about over 50 blocks it will travel  i can t c that happening ,0,hurricane
'262765601477517312',hocus pocus is such a great movie,0,hurricane
'262678118890881024',coming soon    new york  ny  ,0,hurricane
'262591986215817216',i don t wanna leave     central park  ,0,hurricane
'262358362707091456',she got a big booty,0,hurricane
'263320839649386498',considering rt 18 has become the raritan river i m thinking no classes for ru tomorrow,1,hurricane
'262559021054189568',oh saamn sandy is basically already here if she boutta enter brigatine,1,hurricane
'263056413461454848',watching a movie on netflix with baby and family  lt 3 perfect way to have a sick night with a hurricane outside lol ,1,hurricane
'262589357322555393',so if i end up dying in this hurricane can i at least be drunk and eating sushi  ,1,hurricane
'262797560329146368',ashley belongs to tizzies sdq wow    studyingforthesat   hurry before its unavailable  ,0,hurricane
'263058328647770113',walking around my neighborhood right now  i don t normally curse but shit is real out here ,0,hurricane
'262417179566305280',den shoot them wit a bb gun dat holds metal tips,0,hurricane
'263405109239742464',east side  west side  power off  power on   looking west from 3rd ave   30th  ,1,hurricane
'262925867867594753', jtd 23 yeah it is 15 mins away bro ,0,hurricane
'263340613846589440',my babes not answering  worriedasfuckkkkk ,0,hurricane
'263083180939169792', emilyjn how is it at your end ,0,hurricane
'262482926841778176', satstudytime    omg    i wish we students had found that earlier   hurry before its unavailable  donttextmeif pmb,0,hurricane
'262702569527328768', jdmitch no  just usual sign up renewal,0,hurricane
'262684423751864320',waterfront strike team  hurricane  sandy  hoboken  nj  scottygo    city of hoboken  ,1,hurricane
'262660453765894144',sandy what s good      matawan  nj  ,0,hurricane
'262979291824926720', garybyoung it s not that bad  a lot of flooding in the islands  driving around on the mainland right now  ,1,hurricane
'262771807445209089', sans colon  dan holguin what are you two what ing about ,0,hurricane
'262618017047908352',   but i want to make a sandwich   associated  ,0,hurricane
'262710339945259008', mynameisduncan yeah i heard  are you in jersey or astoria ,0,hurricane
'263016017276579841',i m a jewish mother     fair lawn  ,0,hurricane
'262912428759736320', ryannewyork just got done walking my two dogs through bushwick  you ll make it  i didn t see too much open though ,1,hurricane
'262944473108082688', mayniacmax not when ur like right in the middle of it,0,hurricane
'263279305746964480',sandy stop me from watching bad girls club reunion last night    freakin bitch  ,1,hurricane
'262633373510533120', jrizz1795 honestly with everything the news is saying i think the world is ending   thedayaftertomorrow,1,hurricane
'262990003083300864', lesliemarshall also  read  mittromney s op ed from 09  he did support govt financing for the bailout but after a structured bankruptcy,0,hurricane
'262923111098372096',when the tough get going  the going get tough,0,hurricane
'262642621531426817',my heart is there          frankenstorm apocalypse   hurricane sandy w   wolfsmak   ,1,hurricane
'262743238941765632', drtysxyministry  fathertim  scottagunn  vapriestess  revlucymeg it s all over but the waiting now  very little we can do here to prepare ,1,hurricane
'262734521659711489', phillipspaeth  i m eating pop tarts in my bathtub shut up a storm is coming  pic please or better yet can i join you   i love pop tarts ,1,hurricane
'263402526357999616', bethenny aaand this is why i am among zillions who adore you ,0,hurricane
'263048431382179840', real liam payne follow me or i will send hurricane sandy to the uk  i take that back bby im sorry,1,hurricane
'262610736893808640',i hate seeing girls cry   unless ur a whore then u can drown in those tears no problem,0,hurricane
'262591657663410176',nyc schools never close i ve got a bad feeling about this  sandy,1,hurricane
'262648544501043200',took a 20 min nap great,0,hurricane
'262361125138612224',a random halloween party   at  thompson les    ,0,hurricane
'263029108630507520',i feel all i need a quill pen and i m living like benjamin franklin ,0,hurricane
'262656718037716993', christinibikini how did you find me  hahaha but thank you  ,0,hurricane
'263350783003725824', b yeager yours truly    is one of those 8 2 million  smh,0,hurricane
'263130642429116416',we don t approve of this message    fuckoffsandy  marijuana  lmao  wut,1,hurricane
'263035294905937920',i can t do nun if girls like me or think i m cute or what eva,0,hurricane
'263336375468834816',it s 2012   why can t our phones  laptops build ad hoc mesh networks easily during disasters   outages ,1,hurricane
'262506832432607234', gottaacemysatexam        i really wish i managed to get that previously     better get it while u can aj mccarron nzw,0,hurricane
'263310954429816834',after last night  every relationship i had with someone in  oomf  s house  is down the shitter   nevergoingback  fuckthat,0,hurricane
'263161516117880832',kelly rowland in the deep,0,hurricane
'263380223045804034',all i want is my power back,1,hurricane
'262376976155803648',everyone serenade the new king,0,hurricane
'263124195142152192',100  agreed rt  jessespector  thanks  nypd and fdny  couldn t pay me enough to do what you do ,0,hurricane
'263258023756185602', izabellajg thanks  i m in an area that s barely damaged but thankyou anyway ,1,hurricane
'262697490959171584',but hold your breath because tonight will be the night that i will fall for you over again  don t make me change my mind,0,hurricane
'263347407830532096',that would be great if i actually had friends,0,hurricane
'263110667467358209', bravotv  it s almost time for  andyshurricaneparty  rt if you re watching and staying safe     sandy  wwhl  i wud but have no power  ,1,hurricane
'263067712010465280',attention everyone i lost power,1,hurricane
'263356117785124865',yup  that happened   sandy    trinity church cemetery  mausoleum  ,1,hurricane
'262842926420357120', mssweetyvette the way you tweet about him seems a lot more than like      really,0,hurricane
'263329010984042496', casschin yeah you guys must have got shut off when i did   goodluck man,0,hurricane
'262662861820665856',where everybody at      hurrican sandy got niggas shook  ,1,hurricane
'262630520461078528',wtf   no food at my house   you buggin  if you think i can live without food   i cant  ,0,hurricane
'262650195932766209',happy birthday gia   hurricanebday  finallylegal     gregory s bar and restaurant  ,0,hurricane
'262930591203348481',i hate young minded ass lil boys  lil girls ,0,hurricane
'262990480533516290', wpix  bayonne park  hudson county park  stephen r  gregg whatever they call it now     bayonne n j   ,0,hurricane
'262476574283137024',the city that never sleeps   ,0,hurricane
'263347865198419968', youneverdothat  jorgenotgeorge could ve easily been mistaken for one who wishes for females to lay prone  for coitus too,0,hurricane
'262679793554817026', somuchunfortune building up a portfolio of firms to work with on their social media strategy,0,hurricane
'263031252406390784',i thought i heard a plane crashing but now i think it was your passion snapping,0,hurricane
'262706091245330432', lizchang  awww hopefully we can play one more time before it gets cold,0,hurricane
'262684942432100352',i wish my boyfriend was here so we could cuddle  womp ,0,hurricane
'263414068730290177',one of many unbelievable images  sandy    sandy aftermathpocalypse 2012 w  271 others   pic    ,1,hurricane
'263410418716905472',my sister is playing cards while  listening to  ashermonroe     i m guessing good luck charm ,0,hurricane
'262911846313504768',someone s ready for  hurricanesandy    west orange  nj  ,1,hurricane
'262994434013138944',wish i was in jamaica now,0,hurricane
'262969694238154753',me  mommy can we go to dunkin donuts     winks her   are you crazy   says portuguese shit i don t understand  me  so that s a yes   ,0,hurricane
'262925607426478080',staying home because of the hurricane  lt  bagels   la bagel delight  ,1,hurricane
'262363725334466560',my dad can do 10 one handed pushups and he s 50 years old and 250 pounds   getbig,0,hurricane
'262430197201117184',i m at redemption  new york  ny  w  6 others  ,0,hurricane
'262614283765035008',with my mom and sisters  it  is  empty     six flags great adventure employee parking   ,0,hurricane
'262683969542316033',phin  and i switched hats    queens plaza south  ,0,hurricane
'263102037389094912',i get scared letting the dogs out  i don t want them to blow away   especially my westie ,1,hurricane
'263072687516164096', vioruff omg bubbles im in the red zone im fucking scared to death  the waters gonna come ip ,1,hurricane
'262666004532973568',i kinda scared of this hurricane i don t even know where to park my car   maybe under a bridge but with my luck the bridge will collapse,1,hurricane
'262739459454423040', cheyydior x3 didn t have anywhere to go    ,0,hurricane
'262738470760509441', mackslane   tomyfutureson you ll be a meathead unlike his father,0,hurricane
'262556379368263680',why hasn t tech canceled classes ,0,hurricane
'262623778863980544', p ersen i see you ve got your priorities in order    ,0,hurricane
'262352369172488192',how you gonna act like a raging cunt and then be all nice   ,0,hurricane
'262373812807536642', melissaviscera doing so right now thank you,0,hurricane
'262766622564036609',i d take a life for you  to spend my life with you ,0,hurricane
'262603880955785216',     i m actually really freaked out about the storm     ,1,hurricane
'263338724044201984', sandy strikes again   mccarren park track  ,1,hurricane
'262935871580426241',while everyone is worrying about their houses in barnegat my brother is on the island during this whole thing,1,hurricane
'263013096883376128', yankeeswidow you too this is bad,0,hurricane
'263021190686310400', chekadatbitch with what power it s about to go out,1,hurricane
'262387609878274048', oprah u inspire me a lot,0,hurricane
'262749336797065217',whut that made no sense nick,0,hurricane
'263279128260788224',yes got my dr  pepper   ,0,hurricane
'263070644038680576',so i had this brilliant idea that i could watch some tv on my laptop  then i realized    shit  no internet    fail,1,hurricane
'263042328208502784',to unjailbreak and update to ios 6 or to stay jailbroken  that is the question     decisionsdecisions  ios6ornot,0,hurricane
